825990;19900314;0000;-5.917;-35.25;3.6;26.8;22.8;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0100;-5.917;-35.25;3.6;27.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0200;-5.917;-35.25;3.1;26.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0300;-5.917;-35.25;3.1;26.0;22.1;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0400;-5.917;-35.25;2.6;26.0;22.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0500;-5.917;-35.25;2.6;26.0;22.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0600;-5.917;-35.25;2.1;25.3;22.4;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0700;-5.917;-35.25;2.1;25.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0800;-5.917;-35.25;2.6;25.0;22.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;0900;-5.917;-35.25;2.1;25.2;22.3;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1100;-5.917;-35.25;5.1;29.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1200;-5.917;-35.25;2.6;30.4;22.6;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1300;-5.917;-35.25;5.1;31.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1400;-5.917;-35.25;4.1;32.0;22.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1500;-5.917;-35.25;5.1;32.5;22.9;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1600;-5.917;-35.25;5.1;33.0;24.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1700;-5.917;-35.25;5.1;32.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;1800;-5.917;-35.25;6.7;31.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;2000;-5.917;-35.25;4.1;29.0;24.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;2100;-5.917;-35.25;3.6;28.0;23.8;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;2200;-5.917;-35.25;3.1;27.0;23.0;NA;NA;NA;NA;NA;223.95688977266795;
825990;19900314;2300;-5.917;-35.25;3.1;27.0;24.0;NA;NA;NA;NA;NA;223.95688977266795;